Nazwa,Zdjecie,Gwiazdki,Region,Miasto,Start,Koniec,Dorosli,Dziecko3,Dziecko10,Dziecko18,Wyzywienie,Typ_pokoju,Znizka,Cena
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-06-23,2023-06-30,2,2,2,0,breakfastAndDinner,large,0,4042.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-09-06,2023-09-16,3,1,1,2,breakfastAndDinner,medium,0,8662.500000000002
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-11-19,2023-12-03,3,0,2,2,onlyBreakfast,small,0,11550.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-07-05,2023-07-19,4,0,1,1,breakfastAndDinner,small,0,12127.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-08-21,2023-08-28,1,2,2,1,breakfastAndDinner,studio,0,3753.75
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-02-21,2023-02-28,1,0,2,0,breakfastAndDinner,large,0,2310.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-06-19,2023-06-26,1,2,0,1,breakfastAndDinner,medium,0,2598.75
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-12-21,2023-12-31,2,2,1,0,breakfastAndDinner,medium,0,4950.000000000001
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-07-24,2023-07-31,1,2,0,0,onlyBreakfast,medium,0,1575.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-03-02,2023-03-09,4,2,0,0,allInclusive,large,0,5906.25
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-12-01,2023-12-08,2,0,0,1,allInclusive,medium,0,3609.375
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-10-20,2023-11-03,3,0,0,2,onlyBreakfast,apartment,0,9450.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-12-29,2024-01-05,3,0,1,0,breakfastAndDinner,small,0,4042.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-11-27,2023-12-11,1,0,2,0,onlyBreakfast,apartment,0,4200.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-07-29,2023-08-08,3,2,1,2,allInclusive,small,0,10312.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-12-15,2023-12-29,3,2,2,0,breakfastAndDinner,studio,0,10395.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-08-14,2023-08-21,3,2,2,2,onlyBreakfast,small,0,6300.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-06-27,2023-07-04,1,2,2,1,allInclusive,large,0,4265.625
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-06-02,2023-06-09,2,1,1,1,breakfastAndDinner,medium,0,4042.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-04-16,2023-04-23,3,1,2,0,breakfastAndDinner,small,0,4908.75
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-01-15,2023-01-22,4,2,2,0,onlyBreakfast,studio,0,5775.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-01-23,2023-02-02,3,2,2,1,breakfastAndDinner,small,0,8662.500000000002
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-03-30,2023-04-09,4,1,2,0,allInclusive,medium,0,9843.75
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-06-03,2023-06-10,2,2,0,1,allInclusive,large,0,4265.625
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-06-19,2023-06-26,4,1,2,0,onlyBreakfast,medium,0,5512.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-07-22,2023-07-29,3,2,0,2,allInclusive,apartment,0,6562.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-03-04,2023-03-14,3,1,0,0,breakfastAndDinner,studio,0,5362.500000000001
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-05-10,2023-05-17,4,1,0,1,allInclusive,apartment,0,6562.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-09-14,2023-09-28,3,1,0,1,onlyBreakfast,studio,0,8400.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-10-27,2023-11-03,1,0,1,0,breakfastAndDinner,medium,0,1732.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-02-18,2023-02-25,2,2,2,1,allInclusive,apartment,0,5578.125
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-10-22,2023-10-29,3,0,1,0,breakfastAndDinner,apartment,0,4042.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-11-12,2023-11-22,4,2,1,2,allInclusive,small,0,12187.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-12-12,2023-12-22,4,1,1,0,breakfastAndDinner,small,0,7837.500000000001
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-09-11,2023-09-25,1,0,1,1,allInclusive,apartment,0,5906.25
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-11-11,2023-11-18,3,1,2,1,allInclusive,small,0,6562.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-11-16,2023-11-23,1,0,0,1,onlyBreakfast,large,25,1378.125
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-11-21,2023-11-28,1,2,0,2,breakfastAndDinner,small,0,3465.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-01-30,2023-02-13,4,1,1,2,breakfastAndDinner,studio,0,14437.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-05-13,2023-05-23,1,0,1,2,allInclusive,medium,0,5625.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-02-18,2023-02-28,3,0,0,0,breakfastAndDinner,apartment,0,4950.000000000001
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-01-12,2023-01-19,3,0,2,1,onlyBreakfast,small,0,4987.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-08-09,2023-08-23,3,0,2,2,breakfastAndDinner,small,0,12705.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-03-17,2023-03-31,3,2,0,2,breakfastAndDinner,small,0,11550.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-05-23,2023-05-30,2,1,0,0,allInclusive,large,0,2953.125
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-01-21,2023-01-31,2,1,0,2,allInclusive,large,0,7031.25
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-12-23,2023-12-30,4,2,2,0,onlyBreakfast,studio,0,5775.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-08-09,2023-08-19,1,0,0,1,onlyBreakfast,studio,0,2625.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-01-19,2023-01-26,4,1,1,0,allInclusive,small,0,6234.375
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-03-19,2023-04-02,1,1,2,1,onlyBreakfast,large,0,6300.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-06-30,2023-07-07,1,2,2,1,breakfastAndDinner,small,0,3753.75
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-09-23,2023-09-30,4,2,2,0,allInclusive,small,0,7218.75
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-03-24,2023-04-07,4,0,2,2,breakfastAndDinner,studio,0,15015.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-11-12,2023-11-22,3,2,1,2,allInclusive,large,0,10312.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-03-19,2023-03-29,1,0,2,2,onlyBreakfast,small,0,5250.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-05-22,2023-06-01,4,0,1,0,breakfastAndDinner,medium,0,7425.000000000001
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-10-02,2023-10-12,4,1,0,1,allInclusive,studio,0,9375.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-01-10,2023-01-17,3,1,2,2,allInclusive,small,0,7546.875
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-05-06,2023-05-16,2,2,2,1,breakfastAndDinner,apartment,0,7012.500000000001
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-10-31,2023-11-14,4,2,2,2,onlyBreakfast,large,0,14700.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-02-21,2023-03-03,1,0,1,2,breakfastAndDinner,small,0,4950.000000000001
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-08-18,2023-08-25,4,2,2,0,breakfastAndDinner,large,0,6352.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-11-09,2023-11-19,2,2,1,1,allInclusive,studio,0,7031.25
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-12-05,2023-12-12,1,0,1,1,allInclusive,small,0,2953.125
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-05-28,2023-06-04,3,0,1,2,onlyBreakfast,apartment,0,5250.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-06-27,2023-07-04,2,0,2,0,onlyBreakfast,large,0,3150.0
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-06-25,2023-07-02,1,1,1,1,allInclusive,apartment,0,3281.25
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-03-23,2023-04-06,4,2,1,2,allInclusive,large,0,17062.5
ORCHID FORT GARDEN,https://www.coraltravel.pl/hotels_min/10/11851/28207/bułgaria-burgas-orchid-fort-garden-relaks-w-basenie.jpg,2,Bułgaria,Burgas,2023-03-19,2023-04-02,3,0,0,1,onlyBreakfast,large,0,7875.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-12-20,2023-12-27,2,2,1,0,breakfastAndDinner,medium,0,6930.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-05-09,2023-05-16,4,0,0,0,breakfastAndDinner,studio,10,8316.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-02-19,2023-02-26,3,0,1,1,onlyBreakfast,large,0,8925.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-07-07,2023-07-17,4,2,0,1,onlyBreakfast,medium,0,15750.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-04-02,2023-04-09,3,0,1,1,breakfastAndDinner,medium,0,9817.5
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-05-22,2023-06-01,2,1,0,2,breakfastAndDinner,studio,0,12375.000000000002
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-12-09,2023-12-16,1,1,2,0,breakfastAndDinner,studio,0,5197.5
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-08-14,2023-08-24,3,0,1,1,onlyBreakfast,small,0,12750.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-01-04,2023-01-14,2,0,1,0,onlyBreakfast,medium,0,7500.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-10-27,2023-11-03,2,0,0,1,breakfastAndDinner,medium,0,6352.5
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-11-11,2023-11-21,3,0,0,1,allInclusive,medium,0,14062.5
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-09-07,2023-09-17,3,2,1,2,allInclusive,studio,0,20625.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-03-06,2023-03-16,2,1,1,0,allInclusive,small,0,10312.5
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-05-13,2023-05-20,2,1,0,2,breakfastAndDinner,apartment,0,8662.5
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-12-22,2023-12-29,3,1,0,2,breakfastAndDinner,large,0,10972.5
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-11-28,2023-12-05,2,0,2,2,onlyBreakfast,large,0,9450.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-07-29,2023-08-05,3,2,2,0,onlyBreakfast,studio,0,9450.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-12-23,2023-12-30,3,0,2,2,breakfastAndDinner,large,0,12705.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-05-27,2023-06-10,1,2,0,1,onlyBreakfast,medium,0,9450.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-01-07,2023-01-21,2,2,1,2,allInclusive,studio,0,23625.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-09-23,2023-09-30,3,2,2,1,allInclusive,small,0,13781.25
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-05-03,2023-05-17,4,1,0,1,onlyBreakfast,medium,0,21000.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-09-11,2023-09-21,1,1,0,2,onlyBreakfast,medium,0,8250.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-09-17,2023-09-27,3,2,0,0,allInclusive,medium,0,13125.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-07-15,2023-07-25,4,2,2,0,allInclusive,large,0,20625.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-03-02,2023-03-09,1,1,1,2,onlyBreakfast,studio,0,6825.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-05-26,2023-06-09,4,2,2,2,allInclusive,medium,0,36750.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-04-11,2023-04-21,4,2,0,2,onlyBreakfast,small,0,18000.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-05-05,2023-05-19,4,1,1,2,allInclusive,studio,0,32812.5
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-06-22,2023-06-29,3,1,2,2,onlyBreakfast,large,0,12075.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-12-13,2023-12-27,4,0,1,0,breakfastAndDinner,large,0,20790.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-10-18,2023-10-25,2,1,0,0,allInclusive,studio,0,5906.25
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-01-09,2023-01-19,4,0,1,0,breakfastAndDinner,small,0,14850.000000000002
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-11-27,2023-12-07,3,2,0,1,breakfastAndDinner,small,0,14025.000000000002
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-05-11,2023-05-21,4,1,0,2,onlyBreakfast,apartment,0,17250.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-06-06,2023-06-13,3,1,2,1,onlyBreakfast,studio,0,10500.0
EFTALIA DOWN TOWN HOTEL,https://www.coraltravel.pl/hotels_min/1/3/520/turcja-alanya-eftalia-down-town-hotel-widok-z-hotelu.jpg,3,Turcja,Alanya,2023-11-24,2023-12-08,2,1,0,2,breakfastAndDinner,small,0,17325.0
